PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),MLS,LATITUDE,LONGITUDE
Condo/Co-op,175 Wordsworth #1,Boston,MA,2128,750000,3,3,Boston,1508,,1910,2,497,350,http://www.redfin.com/MA/Boston/175-Wordsworth-St-02128/unit-1/home/176471935,72897316,42.3819985,-71.0140484
Condo/Co-op,91-93 Rossmore Rd #3,Boston,MA,2130,575000,2,1,Jamaica Plain,1082,1082,1920,2,531,200,http://www.redfin.com/MA/Boston/91-Rossmore-Rd-02130/unit-3/home/45407082,72897314,42.3032539,-71.1054048
Condo/Co-op,757 Dorchester Ave #2,Boston,MA,2125,630127,2,2,Boston,930,930,1905,2,678,238,http://www.redfin.com/MA/Dorchester/757-Dorchester-Ave-02125/unit-2/home/12431012,72897219,42.3245487,-71.0570428
Condo/Co-op,37 Horace St #201,Boston,MA,2128,649900,2,2,East Boston,1270,,2021,3,512,275,http://www.redfin.com/MA/Boston/37-Horace-St-02128/unit-201/home/176471004,72897305,42.3815882,-71.0183666
Single Family Residential,428 Gallivan Blvd,Boston,MA,2124,614900,4,2,Boston,1476,3143,1925,3,417,,http://www.redfin.com/MA/Boston/428-Gallivan-Blvd-02124/home/9102457,72897299,42.2821487,-71.0591785
Condo/Co-op,45 Ashford #20,Boston,MA,2134,350000,2,1,Allston,540,,1942,3,648,503,http://www.redfin.com/MA/Boston/45-Ashford-St-02134/unit-20/home/8991844,72897294,42.3543392,-71.1268875
Multi-Family (2-4 Unit),26 Irving St,Boston,MA,2114,2900000,9,4,Beacon Hill,2820,1000,1899,3,1028,,http://www.redfin.com/MA/Boston/26-Irving-St-02114/unit-26A/home/9244944,72897285,42.36047,-71.0662818
Multi-Family (2-4 Unit),55-57 Chaucer St,Boston,MA,2128,1025000,3,3,East Boston,3742,4060,1910,3,274,,http://www.redfin.com/MA/Boston/55-Chaucer-St-02128/home/9121412,72897242,42.3835068,-71.0194079
Condo/Co-op,65 Burbank St #14,Boston,MA,2115,499000,1,1,The Fenway,459,459,1900,3,1087,419,http://www.redfin.com/MA/Boston/65-Burbank-St-02115/unit-14/home/9266851,72897207,42.3446021,-71.088967
Condo/Co-op,40 Traveler St #507,Boston,MA,2118,960000,1,1,Boston,741,,2018,4,1296,571,http://www.redfin.com/MA/Boston/40-Traveler-St-02118/unit-507/home/95964668,72897169,42.3443407,-71.0624468
Condo/Co-op,188 Brookline Ave Unit 21H,Boston,MA,2215,1366000,1,1,The Fenway,815,,2018,4,1676,895,http://www.redfin.com/MA/Boston/188-Brookline-Ave-02215/unit-21H/home/171787686,72897161,42.3439618,-71.1018099
Multi-Family (2-4 Unit),42-44 Dorset St,Boston,MA,2125,1125000,7,2,Dorchester,2804,,1895,4,401,,http://www.redfin.com/MA/Boston/42-Dorset-St-02125/home/9099758,72897143,42.3237383,-71.0588769
Condo/Co-op,47-51 Dorchester St #17,Boston,MA,2127,549000,1,1,South Boston,605,605,1920,4,907,223,http://www.redfin.com/MA/Boston/47-Dorchester-St-02127/unit-17/home/9315470,72897106,42.3364263,-71.0446247
Townhouse,47 Ellington St #47,Boston,MA,2121,490000,3,1.5,Dorchester,936,1404,2001,4,524,,http://www.redfin.com/MA/Boston/47-Ellington-St-02121/unit-47/home/137962851,72897084,42.3015467,-71.0835523
Condo/Co-op,27 Bowdoin St Unit 4A,Boston,MA,2114,550000,1,1,Beacon Hill,542,542,1890,5,1015,535,http://www.redfin.com/MA/Boston/27-Bowdoin-St-02114/unit-4A/home/9276091,72897043,42.3605538,-71.0630784
Condo/Co-op,340 W 2ND St Unit South 12,Boston,MA,2127,1250000,3,2,South Boston,1348,12610,2020,5,927,253,http://www.redfin.com/MA/Boston/340-W-2nd-St-02127/unit-South-12/home/176445506,72897038,42.338786,-71.0467604
Condo/Co-op,640 Adams St #2,Boston,MA,2122,689000,2,2,Dorchester's Ashmont,1057,3999,1905,5,652,175,http://www.redfin.com/MA/Dorchester/640-Adams-St-02122/unit-2/home/176444239,72897031,42.2880347,-71.0549071
Townhouse,10 Holbrook St #10,Boston,MA,2130,825000,3,1.5,Jamaica Plain,1736,1709,1900,5,475,,http://www.redfin.com/MA/Jamaica-Plain/10-Holbrook-St-02130/unit-10/home/176444235,72897030,42.3094435,-71.1170232
Condo/Co-op,300 Pier 4 Blvd Unit 8E,Boston,MA,2110,3195000,2,2,Seaport District,1406,,2019,5,2272,2550,http://www.redfin.com/MA/Boston/300-4-Blvd-02210/unit-8E/home/175645168,72896992,42.3525898,-71.0423249
Condo/Co-op,217 M St #3,Boston,MA,2127,775000,2,2,South Boston,1026,,1903,5,755,231,http://www.redfin.com/MA/Boston/217-M-St-02127/unit-3/home/176440654,72896972,42.3308531,-71.0333175
Condo/Co-op,217 M St #2,Boston,MA,2127,749999,2,2,South Boston,1010,,1903,5,743,223,http://www.redfin.com/MA/Boston/217-M-St-02127/unit-2/home/176440532,72896971,42.3308531,-71.0333175
Condo/Co-op,217 M St #1,Boston,MA,2127,979999,2,2.5,South Boston,1701,,1903,5,576,371,http://www.redfin.com/MA/Boston/217-M-St-02127/unit-1/home/176440531,72896970,42.3308531,-71.0333175
Condo/Co-op,205 Maverick St #210,Boston,MA,2128,689900,2,1,East Boston's Jeffries Point,967,,2021,5,713,345,http://www.redfin.com/MA/Boston/205-Maverick-St-02128/unit-210/home/176440158,72896952,42.3687176,-71.0362658
Condo/Co-op,6 Whittier Pl Unit 17- O,Boston,MA,2114,520000,1,1,West End,832,,1964,5,625,858,http://www.redfin.com/MA/Boston/6-Whittier-Pl-02114/unit-17O/home/9228574,72896935,42.3656109,-71.0672776
Condo/Co-op,420 W Broadway Unit 509,Boston,MA,2127,849900,1,1,South Boston,799,,2020,5,1064,339,http://www.redfin.com/MA/Boston/420-W-Broadway-02127/unit-509/home/174419058,72896897,42.336863,-71.047101
Condo/Co-op,191 Washington St #303,Boston,MA,2135,519900,1,1,Brighton,498,,2022,5,1044,350,http://www.redfin.com/MA/Boston/191-Washington-St-02135/unit-303/home/176438213,72896896,42.346819,-71.1473198
Condo/Co-op,191 Washington St #315,Boston,MA,2135,529900,1,1,Brighton,498,,2022,5,1064,350,http://www.redfin.com/MA/Boston/191-Washington-St-02135/unit-315/home/176438210,72896895,42.346819,-71.1473198
Condo/Co-op,180 Walnut St #2,Boston,MA,2122,525000,3,1,Dorchester,1123,1123,1875,5,467,247,http://www.redfin.com/MA/Dorchester/180-Walnut-St-02122/unit-2/home/21621796,72896878,42.2908937,-71.0399454
Townhouse,98 Pleasant St #1,Boston,MA,2125,550000,2,1,Dorchester,1078,1078,1890,5,510,314,http://www.redfin.com/MA/Dorchester/98-Pleasant-St-02125/unit-1/home/9330652,72896836,42.3122948,-71.058749
Condo/Co-op,42 W Newton St Unit B2,Boston,MA,2118,839000,2,1,South End,948,948,1910,5,885,374,http://www.redfin.com/MA/Boston/42-W-Newton-St-02118/unit-B2/home/9286371,72896785,42.3392684,-71.0743166
Single Family Residential,95 Bolton St,Boston,MA,2127,819900,2,1.5,South Boston,1100,855,1990,5,745,,http://www.redfin.com/MA/Boston/95-Bolton-St-02127/home/9185161,72896775,42.340993,-71.05155
Condo/Co-op,205 Maverick St #309,Boston,MA,2128,699900,1,1,East Boston's Jeffries Point,874,,2021,5,801,370,http://www.redfin.com/MA/Boston/205-Maverick-St-02128/unit-309/home/176433413,72896725,42.3687176,-71.0362658
Condo/Co-op,16 Henchman St Unit 3R,Boston,MA,2113,320000,0,1,North End,315,,1900,5,1016,110,http://www.redfin.com/MA/Boston/16-Henchman-St-02113/unit-3R/home/176433395,72896724,42.3672433,-71.0537928
Condo/Co-op,205 Maverick St #508,Boston,MA,2128,649900,1,1,East Boston's Jeffries Point,696,,2022,5,934,329,http://www.redfin.com/MA/Boston/205-Maverick-St-02128/unit-508/home/176433376,72896714,42.3687176,-71.0362658
Condo/Co-op,205 Maverick St #205,Boston,MA,2128,499900,0,1,East Boston's Jeffries Point,568,,2022,5,880,222,http://www.redfin.com/MA/Boston/205-Maverick-St-02128/unit-205/home/175106246,72896713,42.3687176,-71.0362658
Condo/Co-op,205 Maverick St #503,Boston,MA,2128,539900,1,1,East Boston's Jeffries Point,567,,2022,5,952,263,http://www.redfin.com/MA/Boston/205-Maverick-St-02128/unit-503/home/176433331,72896712,42.3687176,-71.0362658
Condo/Co-op,300 Allston St #510,Boston,MA,2135,600000,1,1,Brighton,798,798,2002,5,752,460,http://www.redfin.com/MA/Brighton/300-Allston-St-02135/unit-510/home/9320846,72896709,42.3439591,-71.1403026
Condo/Co-op,42 8th St #2518,Boston,MA,2129,889000,2,2,Charlestown's Navy Yard,1092,,1899,5,814,830,http://www.redfin.com/MA/Charlestown/42-8th-St-02129/unit-2518/home/11837710,72896699,42.3750453,-71.0526553
Single Family Residential,14 Keith St,Boston,MA,2132,599000,1,1,Boston,1061,5000,1956,5,565,,http://www.redfin.com/MA/West-Roxbury/14-Keith-St-02132/home/9210612,72896661,42.2881288,-71.1669342
Condo/Co-op,60 Newbury #13,Quincy,MA,2171,1069000,2,2,North Quincy,1397,,2021,5,765,541,http://www.redfin.com/MA/Quincy/60-Newbury-St-02171/unit-13/home/176431284,72896655,42.28025,-71.0389355
Single Family Residential,100 Sanborn,Boston,MA,2132,599000,3,1.5,West Roxbury,1350,5500,1930,5,444,,http://www.redfin.com/MA/West-Roxbury/100-Sanborn-Ave-02132/home/9213256,72896631,42.2829987,-71.1674332
Condo/Co-op,5 Thomas Park #3,Boston,MA,2127,619000,2,1,Boston,767,767,1905,6,807,200,http://www.redfin.com/MA/Boston/5-Thomas-Park-02127/unit-3/home/11734774,72896622,42.3335997,-71.0445999
Condo/Co-op,131-133 Sydney St #3,Boston,MA,2125,545900,2,1,Boston,1079,,1915,6,506,225,http://www.redfin.com/MA/Boston/131-Sydney-St-02125/unit-3/home/18995531,72896613,42.3159861,-71.0523672
Condo/Co-op,38 Neponset #1,Boston,MA,2122,519000,2,1,Dorchester's Neponset,1050,,1910,6,494,200,http://www.redfin.com/MA/Dorchester/38-Neponset-Ave-02122/unit-1/home/167702707,72896587,42.2964784,-71.0549535
Condo/Co-op,20 Radcliffe Rd #108,Boston,MA,2134,365000,1,1,Allston,418,418,1945,6,873,225,http://www.redfin.com/MA/Boston/20-Radcliffe-Rd-02134/unit-108/home/8985078,72896585,42.3510352,-71.1349645
Single Family Residential,94 Baldwin St,Boston,MA,2129,1799000,4,2.5,Charlestown,3153,1804,1870,6,571,,http://www.redfin.com/MA/Boston/94-Baldwin-St-02129/unit-1/home/9054856,72896581,42.3830759,-71.0696445
Townhouse,121 Nonantum St Unit B,Boston,MA,2135,979000,3,2.5,Brighton,2208,,2002,6,443,103,http://www.redfin.com/MA/Brighton/121-Nonantum-St-02135/unit-B/home/9314291,72896580,42.350255,-71.1730958
Condo/Co-op,4 Oleary Way #75,Boston,MA,2130,439900,2,1,Boston,726,726,1946,6,606,398,http://www.redfin.com/MA/Boston/4-O-Leary-Way-02130/unit-75/home/9140484,72896575,42.3005767,-71.1091376
Single Family Residential,33 Orchardhill Rd,Boston,MA,2130,499000,3,1,Boston,864,3670,1960,6,578,,http://www.redfin.com/MA/Boston/33-Orchardhill-Rd-02130/home/9151328,72896574,42.3000774,-71.1117776
Condo/Co-op,115 Dakota #2,Boston,MA,2124,515000,3,2,Boston,1104,,1885,6,466,9999999,http://www.redfin.com/MA/Boston/115-Dakota-St-02124/unit-2/home/172522421,72896551,42.2998317,-71.0675702
Townhouse,56 Williams Ave Unit B,Boston,MA,2136,749000,3,2.5,Hyde Park's Fairmount,2500,,2021,6,300,150,http://www.redfin.com/MA/Hyde-Park/56-Williams-Ave-02136/unit-B/home/176409727,72896495,42.249435,-71.1176731
Condo/Co-op,988 Memorial Dr #582,Cambridge,MA,2138,680000,1,1,Cambridge,635,,1900,6,1071,394,http://www.redfin.com/MA/Cambridge/988-Memorial-Dr-02138/unit-582/home/11575286,72896476,42.3730207,-71.1257769
Condo/Co-op,11 Iroquois St #1,Boston,MA,2120,749000,2,2,Mission Hill,995,,2008,6,753,300,http://www.redfin.com/MA/Boston/11-Iroquois-St-02120/unit-1/home/9323059,72896464,42.3300521,-71.1033031
Multi-Family (2-4 Unit),113 Fuller St,Boston,MA,2124,1200000,9,3,Dorchester's Ashmont,3396,3412,1910,6,353,,http://www.redfin.com/MA/Boston/113-Fuller-St-02124/home/9095647,72896448,42.2822532,-71.0711102
Condo/Co-op,700 Harrison Ave #501,Boston,MA,2118,875000,2,2,South End,1084,1084,2006,6,807,613,http://www.redfin.com/MA/Boston/700-Harrison-Ave-02118/unit-501/home/21717656,72896445,42.3384041,-71.070437
Condo/Co-op,355 Congress #502,Boston,MA,2210,969000,1,1,Seaport District,838,9999,1890,6,1156,199,http://www.redfin.com/MA/Boston/355-Congress-St-02210/unit-502/home/169774231,72896430,42.3502215,-71.0482635
Townhouse,37 E Springfield St #2,Boston,MA,2118,665000,1,1,South End,680,680,1899,6,978,265,http://www.redfin.com/MA/Boston/37-E-Springfield-St-02118/unit-2/home/11837194,72896411,42.335954,-71.075335
Condo/Co-op,2400 Beacon #309,Boston,MA,2467,1750000,2,2.5,Brighton's Chestnut Hill,1506,326700,2006,6,1162,1275,http://www.redfin.com/MA/Chestnut-Hill/2400-Beacon-St-02467/unit-309/home/12439915,72896360,42.3336022,-71.1530121
Single Family Residential,10 Rosecliff St,Boston,MA,2131,799000,5,2,Roslindale,2124,6050,1905,6,376,,http://www.redfin.com/MA/Roslindale/10-Rosecliff-St-02131/home/9175977,72896344,42.282082,-71.1320633
Townhouse,36 Edgerly Rd Unit A,Boston,MA,2115,995000,2,1.5,Back Bay,1201,,1998,6,828,275,http://www.redfin.com/MA/Boston/36-Edgerly-Rd-02115/unit-A/home/9234197,72896311,42.3454418,-71.0875796
Condo/Co-op,134 Beach St #7,Boston,MA,2111,1749000,3,3,Leather District,2297,,1890,6,761,1205,http://www.redfin.com/MA/Boston/134-Beach-St-02111/unit-7/home/9280366,72896308,42.3507,-71.0571378
Multi-Family (2-4 Unit),25 Magnolia St,Boston,MA,2125,999000,12,3,Dorchester,4044,2567,1920,6,247,,http://www.redfin.com/MA/Boston/25-Magnolia-St-02125/home/9073496,72896286,42.3180587,-71.0703674
Condo/Co-op,135 Seaport Blvd #1708,Boston,MA,2210,1049000,1,1,Seaport District,664,,2020,6,1580,962,http://www.redfin.com/MA/Boston/135-Seaport-Blvd-02210/unit-1708/home/173087546,72896275,42.3509604,-71.0439013
Condo/Co-op,393 Commonwealth Ave #1,Boston,MA,2115,3990000,3,2.5,Back Bay,2670,,1899,6,1494,1412,http://www.redfin.com/MA/Boston/393-Commonwealth-Ave-02115/unit-1/home/11838643,72896240,42.34952,-71.090226
Condo/Co-op,15 Gloucester Unit 15-3,Boston,MA,2115,749000,1,1.5,Back Bay,784,,1870,6,955,439,http://www.redfin.com/MA/Boston/15-Gloucester-St-02115/unit-15-3/home/176404322,72896230,42.3508821,-71.0848325
Condo/Co-op,550 Centre St #3,Boston,MA,2130,458000,2,1,Boston,784,784,1900,6,584,428,http://www.redfin.com/MA/Jamaica-Plain/550-Centre-St-02130/unit-3/home/9144069,72896182,42.3166735,-71.1133327
Condo/Co-op,528 E 7th St #1,Boston,MA,2127,629000,1,1.5,South Boston,1000,,1900,6,629,180,http://www.redfin.com/MA/Boston/528-E-7th-St-02127/unit-1/home/12384476,72896175,42.3323375,-71.0393151
Multi-Family (2-4 Unit),45 M St,Boston,MA,2127,2225000,7,4,South Boston,3207,2744,1880,6,694,,http://www.redfin.com/MA/Boston/45-M-St-02127/home/9197907,72896167,42.3366666,-71.033494
Single Family Residential,69 Hemman,Boston,MA,2131,589900,3,1.5,Roslindale,1305,5824,1946,6,452,,http://www.redfin.com/MA/Roslindale/69-Hemman-St-02131/home/9178082,72896171,42.2769191,-71.1303458
Condo/Co-op,47 Harvard St Unit A311,Boston,MA,2129,599000,1,1,Charlestown,637,,1986,6,940,303,http://www.redfin.com/MA/Boston/47-Harvard-St-02129/unit-A311/home/9052830,72896154,42.3730747,-71.0631093
Condo/Co-op,100 TYNDALE #1,Boston,MA,2131,379000,2,1,Roslindale,876,5294,1925,6,433,,http://www.redfin.com/MA/Roslindale/100-Tyndale-St-02131/unit-1/home/21718204,72896122,42.2869171,-71.141641
Condo/Co-op,67 Weld Hill St #2,Boston,MA,2130,575000,2,1,Jamaica Plain,1109,1306,1910,6,518,175,http://www.redfin.com/MA/Boston/67-Weld-Hill-St-02130/unit-2/home/9139925,72896121,42.2972528,-71.1117776
Condo/Co-op,13 Albemarle St #1,Boston,MA,2115,1395000,3,3,Back Bay,1380,1380,1900,6,1011,492,http://www.redfin.com/MA/Boston/13-Albemarle-St-02115/unit-1/home/9254994,72896119,42.3422115,-71.082969
Condo/Co-op,416 Marlborough #102,Boston,MA,2115,799000,2,1,Back Bay,873,,1890,6,915,497,http://www.redfin.com/MA/Boston/416-Marlborough-St-02116/unit-102/home/9238878,72896104,42.3498717,-71.0886822
Condo/Co-op,99 Sumner Unit U: 421,Boston,MA,2128,1499900,2,2,East Boston,1197,,2021,6,1253,1106,http://www.redfin.com/MA/Boston/99-Sumner-St-02128/unit-U-421/home/176402352,72896100,42.3699046,-71.0422875
Condo/Co-op,3 S Whitney #4,Boston,MA,2120,869000,2,2,Mission Hill,950,,2021,6,915,315,http://www.redfin.com/MA/Boston/3-S-Whitney-St-02120/unit-4/home/176402118,72896096,42.3328836,-71.1022849
Condo/Co-op,16 Melrose St #1,Boston,MA,2116,980000,2,1.5,South End,1207,,1899,6,812,300,http://www.redfin.com/MA/Boston/16-Melrose-St-02116/unit-1/home/21718049,72896091,42.3493976,-71.0676863
Condo/Co-op,9 W Broadway #412,Boston,MA,2127,1295000,2,2,South Boston,1442,,1906,6,898,917,http://www.redfin.com/MA/Boston/9-W-Broadway-02127/unit-412/home/9319336,72896074,42.3425301,-71.0578553
Townhouse,196 Chestnut Ave Unit A,Boston,MA,2130,1125000,3,2.5,Jamaica Plain,1463,1663,1988,6,769,509,http://www.redfin.com/MA/Jamaica-Plain/196-Chestnut-Ave-02130/unit-A/home/9138900,72896059,42.3159312,-71.1069033
Townhouse,25 Harrison St Unit B,Boston,MA,2131,405000,3,1.5,Roslindale,1729,1729,1989,6,234,356,http://www.redfin.com/MA/Boston/25-Harrison-St-02131/unit-B/home/9166492,72896045,42.288107,-71.1206568
Condo/Co-op,3 S Whitney #1,Boston,MA,2120,1290000,2,2.5,Mission Hill,1650,,2021,6,782,535,http://www.redfin.com/MA/Boston/3-S-Whitney-St-02120/unit-1/home/176401574,72896030,42.3328836,-71.1022849
Condo/Co-op,11-C Waltham St #1,Boston,MA,2118,875000,1,2,South End,917,,1900,6,954,471,http://www.redfin.com/MA/Boston/11C-Waltham-St-02118/unit-1/home/12308070,72896024,42.341264,-71.0681413
Condo/Co-op,85 E India Row Unit 34E,Boston,MA,2110,839000,1,1,Waterfront,861,,1972,6,974,926,http://www.redfin.com/MA/Boston/85-E-India-Row-02110/unit-34E/home/9261833,72896021,42.3581217,-71.0498232
Single Family Residential,2504 Centre,Boston,MA,2132,975000,4,2.5,West Roxbury,2952,7000,2011,6,330,,http://www.redfin.com/MA/Boston/2504-Centre-St-02132/home/9222286,72896008,42.2649602,-71.162606
Condo/Co-op,20 Upton St #3,Boston,MA,2118,2075000,3,2.5,South End,1865,1865,1899,6,1113,265,http://www.redfin.com/MA/Boston/20-Upton-St-02118/unit-3/home/9322687,72895965,42.3421022,-71.0721432
Condo/Co-op,59 Warren Ave #1,Boston,MA,2116,1350000,2,2,South End,1221,1221,1899,6,1106,455,http://www.redfin.com/MA/Boston/59-Warren-Ave-02116/unit-1/home/9262500,72895964,42.3450933,-71.0722571
Condo/Co-op,105 Prince St #1,Boston,MA,2113,549999,2,1,North End,600,,1900,6,917,230,http://www.redfin.com/MA/Boston/105-Prince-St-02113/unit-1/home/9273321,72895954,42.3659698,-71.0565992
